rank,variant,word,sentence,tags
390,1,puesto,Ya me he {{puesto}} el abrigo.,frequency;generated;spanish
390,2,puesto,Solicité un {{puesto}} de trabajo.,frequency;generated;spanish
390,3,puesto,Compré fruta en un {{puesto}}.,frequency;generated;spanish
391,1,quieres,¿Qué {{quieres}} comer?,frequency;generated;spanish
391,2,quieres,Hazlo como {{quieres}}.,frequency;generated;spanish
391,3,quieres,¿Me {{quieres}} acompañar?,frequency;generated;spanish
392,1,realmente,¿{{Realmente}} piensas eso?,frequency;generated;spanish
392,2,realmente,Estoy {{realmente}} cansado.,frequency;generated;spanish
392,3,realmente,Eso es lo que {{realmente}} importa.,frequency;generated;spanish
393,1,alto,Mi hermano es muy {{alto}}.,frequency;generated;spanish
393,2,alto,"Habla más {{alto}}, por favor.",frequency;generated;spanish
393,3,alto,El precio es demasiado {{alto}}.,frequency;generated;spanish
394,1,demás,Los {{demás}} ya llegaron.,frequency;generated;spanish
394,2,demás,Piensa en los {{demás}}.,frequency;generated;spanish
394,3,demás,Todo lo {{demás}} está listo.,frequency;generated;spanish
395,1,dicen,¿Qué {{dicen}} las instrucciones?,frequency;generated;spanish
395,2,dicen,Mis padres {{dicen}} que sí.,frequency;generated;spanish
395,3,dicen,"Le {{dicen}} Pepe, pero se llama José.",frequency;generated;spanish
396,1,diferentes,Tenemos opiniones {{diferentes}}.,frequency;generated;spanish
396,2,diferentes,Probé tres platos {{diferentes}}.,frequency;generated;spanish
396,3,diferentes,Las dos hermanas son muy {{diferentes}}.,frequency;generated;spanish
397,1,español,Estoy aprendiendo {{español}}.,frequency;generated;spanish
397,2,español,Mi vecino es {{español}}.,frequency;generated;spanish
397,3,español,¿Cómo se dice esto en {{español}}?,frequency;generated;spanish
398,1,junto,Siéntate {{junto}} a mí.,frequency;generated;spanish
398,2,junto,Deja todo {{junto}}.,frequency;generated;spanish
398,3,junto,El perro duerme {{junto}} a la puerta.,frequency;generated;spanish
399,1,lista,Escribe una {{lista}} de compras.,frequency;generated;spanish
399,2,lista,La cena está {{lista}}.,frequency;generated;spanish
399,3,lista,Mi hija es muy {{lista}}.,frequency;generated;spanish
400,1,medios,Los {{medios}} hablaron del incendio.,frequency;generated;spanish
400,2,medios,No tengo los {{medios}} para viajar.,frequency;generated;spanish
400,3,medios,Hay varios {{medios}} de transporte.,frequency;generated;spanish
401,1,ninguna,No tengo {{ninguna}} duda.,frequency;generated;spanish
401,2,ninguna,No conozco a {{ninguna}} de ellas.,frequency;generated;spanish
401,3,ninguna,No hay {{ninguna}} farmacia abierta.,frequency;generated;spanish
402,1,personal,Es una pregunta {{personal}}.,frequency;generated;spanish
402,2,personal,El {{personal}} del hotel es amable.,frequency;generated;spanish
402,3,personal,Necesito espacio {{personal}}.,frequency;generated;spanish
403,1,total,¿Cuánto es en {{total}}?,frequency;generated;spanish
403,2,total,Había diez personas en {{total}}.,frequency;generated;spanish
403,3,total,Fue una sorpresa {{total}}.,frequency;generated;spanish
404,1,trata,¿De qué se {{trata}} el libro?,frequency;generated;spanish
404,2,trata,Ella me {{trata}} muy bien.,frequency;generated;spanish
404,3,trata,{{Trata}} de llegar temprano.,frequency;generated;spanish
405,1,video,Te mandé un {{video}}.,frequency;generated;spanish
405,2,video,Vamos a grabar un {{video}}.,frequency;generated;spanish
405,3,video,El {{video}} no tiene sonido.,frequency;generated;spanish
406,1,viene,Mi hermana {{viene}} mañana.,frequency;generated;spanish
406,2,viene,La semana que {{viene}} tengo vacaciones.,frequency;generated;spanish
406,3,viene,¿De dónde {{viene}} ese ruido?,frequency;generated;spanish
407,1,web,La página {{web}} no funciona.,frequency;generated;spanish
407,2,web,Puedes comprarlo en la {{web}}.,frequency;generated;spanish
407,3,web,Encontré la dirección en su sitio {{web}}.,frequency;generated;spanish
408,1,base,La {{base}} de la mesa es ancha.,frequency;generated;spanish
408,2,base,El arroz es la {{base}} del plato.,frequency;generated;spanish
408,3,base,La confianza es la {{base}} de una amistad.,frequency;generated;spanish
409,1,camino,Vamos por este {{camino}}.,frequency;generated;spanish
409,2,camino,Estoy en {{camino}}.,frequency;generated;spanish
409,3,camino,Nos perdimos en el {{camino}}.,frequency;generated;spanish
410,1,digo,Te {{digo}} la verdad.,frequency;generated;spanish
410,2,digo,Siempre {{digo}} buenos días.,frequency;generated;spanish
410,3,digo,¿Qué le {{digo}} al médico?,frequency;generated;spanish
411,1,empresa,Trabajo en una {{empresa}} pequeña.,frequency;generated;spanish
411,2,empresa,La {{empresa}} busca personal.,frequency;generated;spanish
411,3,empresa,Mi hermana abrió su propia {{empresa}}.,frequency;generated;spanish
412,1,especial,Hoy es un día {{especial}}.,frequency;generated;spanish
412,2,especial,Tengo algo {{especial}} para ti.,frequency;generated;spanish
412,3,especial,El restaurante tiene un menú {{especial}}.,frequency;generated;spanish
413,1,hola,Siempre me dice {{hola}}.,frequency;generated;spanish
413,2,hola,"¡{{Hola}}, Ana! ¿Cómo estás?",frequency;generated;spanish
413,3,hola,Entró sin decir {{hola}}.,frequency;generated;spanish
414,1,paz,Quiero vivir en {{paz}}.,frequency;generated;spanish
414,2,paz,"Déjame en {{paz}}, por favor.",frequency;generated;spanish
414,3,paz,El acuerdo trajo {{paz}} al pueblo.,frequency;generated;spanish
415,1,policía,Llama a la {{policía}}.,frequency;generated;spanish
415,2,policía,Mi hermana es {{policía}}.,frequency;generated;spanish
415,3,policía,Un {{policía}} nos mostró el camino.,frequency;generated;spanish
416,1,queda,¿Dónde {{queda}} el museo?,frequency;generated;spanish
416,2,queda,Solo {{queda}} una manzana.,frequency;generated;spanish
416,3,queda,Esa camisa te {{queda}} bien.,frequency;generated;spanish
417,1,salud,Caminar es bueno para la {{salud}}.,frequency;generated;spanish
417,2,salud,¿Cómo está tu {{salud}}?,frequency;generated;spanish
417,3,salud,Levantamos los vasos: ¡{{salud}}!,frequency;generated;spanish
418,1,sitio,Este {{sitio}} es tranquilo.,frequency;generated;spanish
418,2,sitio,¿Hay {{sitio}} para mí?,frequency;generated;spanish
418,3,sitio,Ponlo en su {{sitio}}.,frequency;generated;spanish
419,1,tomar,Quiero {{tomar}} agua.,frequency;generated;spanish
419,2,tomar,Vamos a {{tomar}} el autobús.,frequency;generated;spanish
419,3,tomar,Necesito {{tomar}} una decisión.,frequency;generated;spanish
420,1,tuvo,Ayer {{tuvo}} fiebre.,frequency;generated;spanish
420,2,tuvo,Mi hermana {{tuvo}} un bebé.,frequency;generated;spanish
420,3,tuvo,No {{tuvo}} tiempo de llamar.,frequency;generated;spanish
421,1,zona,Esta {{zona}} es tranquila.,frequency;generated;spanish
421,2,zona,No puedes estacionar en esta {{zona}}.,frequency;generated;spanish
421,3,zona,Hay una {{zona}} de juegos.,frequency;generated;spanish
422,1,calle,Mira antes de cruzar la {{calle}}.,frequency;generated;spanish
422,2,calle,¿En qué {{calle}} vives?,frequency;generated;spanish
422,3,calle,La {{calle}} está cerrada.,frequency;generated;spanish
423,1,cara,Lávate la {{cara}}.,frequency;generated;spanish
423,2,cara,La camisa es demasiado {{cara}}.,frequency;generated;spanish
423,3,cara,No le vi la {{cara}}.,frequency;generated;spanish
424,1,línea,Dibuja una {{línea}} recta.,frequency;generated;spanish
424,2,línea,¿Qué {{línea}} de autobús tomo?,frequency;generated;spanish
424,3,línea,Puedes reservar en {{línea}}.,frequency;generated;spanish
425,1,mundial,Es un problema {{mundial}}.,frequency;generated;spanish
425,2,mundial,Vimos la final del {{mundial}}.,frequency;generated;spanish
425,3,mundial,La cantante tiene fama {{mundial}}.,frequency;generated;spanish
426,1,obra,La {{obra}} de teatro empieza pronto.,frequency;generated;spanish
426,2,obra,Mi calle está en {{obra}}.,frequency;generated;spanish
426,3,obra,Es una {{obra}} de arte.,frequency;generated;spanish
427,1,ojos,Cierra los {{ojos}}.,frequency;generated;spanish
427,2,ojos,Tienes los {{ojos}} rojos.,frequency;generated;spanish
427,3,ojos,No podía creer lo que veían mis {{ojos}}.,frequency;generated;spanish
428,1,pensar,Necesito tiempo para {{pensar}}.,frequency;generated;spanish
428,2,pensar,No puedo dejar de {{pensar}} en ti.,frequency;generated;spanish
428,3,pensar,Es mejor {{pensar}} antes de hablar.,frequency;generated;spanish
429,1,servicios,El hotel ofrece varios {{servicios}}.,frequency;generated;spanish
429,2,servicios,El alquiler incluye los {{servicios}} básicos.,frequency;generated;spanish
429,3,servicios,La ciudad necesita mejores {{servicios}} de salud.,frequency;generated;spanish
430,1,sociales,No uso redes {{sociales}}.,frequency;generated;spanish
430,2,sociales,Estudia ciencias {{sociales}}.,frequency;generated;spanish
430,3,sociales,Participa en actividades {{sociales}}.,frequency;generated;spanish
431,1,allí,Mi abuela vive {{allí}}.,frequency;generated;spanish
431,2,allí,Dejé las llaves {{allí}}.,frequency;generated;spanish
431,3,allí,Desde {{allí}} se ve el mar.,frequency;generated;spanish
432,1,atención,Presta {{atención}} a la clase.,frequency;generated;spanish
432,2,atención,Gracias por tu {{atención}}.,frequency;generated;spanish
432,3,atención,El color llamó mi {{atención}}.,frequency;generated;spanish
433,1,debería,Creo que {{debería}} descansar.,frequency;generated;spanish
433,2,debería,El tren {{debería}} llegar pronto.,frequency;generated;spanish
433,3,debería,¿Qué {{debería}} hacer?,frequency;generated;spanish
434,1,escuela,Mi hijo va a la {{escuela}}.,frequency;generated;spanish
434,2,escuela,La {{escuela}} queda cerca de casa.,frequency;generated;spanish
434,3,escuela,Hoy no hay {{escuela}}.,frequency;generated;spanish
435,1,julio,Mi cumpleaños es en {{julio}}.,frequency;generated;spanish
435,2,julio,Viajamos a finales de {{julio}}.,frequency;generated;spanish
435,3,julio,El curso empieza el primero de {{julio}}.,frequency;generated;spanish
436,1,pueda,Te ayudaré cuando {{pueda}}.,frequency;generated;spanish
436,2,pueda,Espero que {{pueda}} venir.,frequency;generated;spanish
436,3,pueda,Busco a alguien que {{pueda}} arreglarlo.,frequency;generated;spanish
437,1,quieren,Mis hijos {{quieren}} un perro.,frequency;generated;spanish
437,2,quieren,¿Qué {{quieren}} comer?,frequency;generated;spanish
437,3,quieren,No {{quieren}} irse todavía.,frequency;generated;spanish
438,1,respecto,No sé nada al {{respecto}}.,frequency;generated;spanish
438,2,respecto,El precio bajó {{respecto}} al año pasado.,frequency;generated;spanish
438,3,respecto,¿Qué piensas al {{respecto}}?,frequency;generated;spanish
439,1,segunda,Vivo en la {{segunda}} casa.,frequency;generated;spanish
439,2,segunda,Es la {{segunda}} vez que llamo.,frequency;generated;spanish
439,3,segunda,Compré una bicicleta de {{segunda}} mano.,frequency;generated;spanish
440,1,siento,Lo {{siento}} mucho.,frequency;generated;spanish
440,2,siento,Me {{siento}} mejor.,frequency;generated;spanish
440,3,siento,{{Siento}} frío en las manos.,frequency;generated;spanish
441,1,ve,No se {{ve}} nada.,frequency;generated;spanish
441,2,ve,Mi abuelo {{ve}} la televisión.,frequency;generated;spanish
441,3,ve,{{Ve}} a casa y descansa.,frequency;generated;spanish
442,1,vivir,Quiero {{vivir}} cerca del mar.,frequency;generated;spanish
442,2,vivir,Es difícil {{vivir}} sin agua.,frequency;generated;spanish
442,3,vivir,¿Con quién vas a {{vivir}}?,frequency;generated;spanish
443,1,capital,Lima es la {{capital}} de Perú.,frequency;generated;spanish
443,2,capital,Visitamos la {{capital}} en tren.,frequency;generated;spanish
443,3,capital,Necesita {{capital}} para abrir una tienda.,frequency;generated;spanish
444,1,casos,"En algunos {{casos}}, es gratis.",frequency;generated;spanish
444,2,casos,Hay dos {{casos}} nuevos de gripe.,frequency;generated;spanish
444,3,casos,Estudiamos varios {{casos}} en clase.,frequency;generated;spanish
445,1,libre,¿Está {{libre}} esta silla?,frequency;generated;spanish
445,2,libre,Mañana tengo el día {{libre}}.,frequency;generated;spanish
445,3,libre,El pájaro es {{libre}}.,frequency;generated;spanish
446,1,luz,Enciende la {{luz}}.,frequency;generated;spanish
446,2,luz,Entró {{luz}} por la ventana.,frequency;generated;spanish
446,3,luz,Se fue la {{luz}} en todo el barrio.,frequency;generated;spanish
447,1,mejores,Somos {{mejores}} amigos.,frequency;generated;spanish
447,2,mejores,Hoy tengo {{mejores}} noticias.,frequency;generated;spanish
447,3,mejores,Estos zapatos son {{mejores}} para correr.,frequency;generated;spanish
448,1,población,La {{población}} está creciendo.,frequency;generated;spanish
448,2,población,La mitad de la {{población}} vive cerca del río.,frequency;generated;spanish
448,3,población,Es una {{población}} pequeña.,frequency;generated;spanish
449,1,quienes,Ellos son {{quienes}} me ayudaron.,frequency;generated;spanish
449,2,quienes,Hay {{quienes}} prefieren caminar.,frequency;generated;spanish
449,3,quienes,Gracias a {{quienes}} vinieron.,frequency;generated;spanish
450,1,relación,Tengo una buena {{relación}} con mi hermana.,frequency;generated;spanish
450,2,relación,¿Qué {{relación}} tiene eso con mi pregunta?,frequency;generated;spanish
450,3,relación,Su {{relación}} terminó el año pasado.,frequency;generated;spanish
451,1,sabes,¿{{Sabes}} cocinar?,frequency;generated;spanish
451,2,sabes,Tú {{sabes}} lo que pasó.,frequency;generated;spanish
451,3,sabes,Ya {{sabes}} dónde encontrarme.,frequency;generated;spanish
452,1,suerte,¡Buena {{suerte}} en el examen!,frequency;generated;spanish
452,2,suerte,"Por {{suerte}}, no llovió.",frequency;generated;spanish
452,3,suerte,Tuve la {{suerte}} de conocerla.,frequency;generated;spanish
453,1,varias,He venido {{varias}} veces.,frequency;generated;spanish
453,2,varias,Tengo {{varias}} preguntas.,frequency;generated;spanish
453,3,varias,Pasaron {{varias}} semanas.,frequency;generated;spanish
454,1,bastante,Dormí {{bastante}} bien.,frequency;generated;spanish
454,2,bastante,Ya comí {{bastante}}.,frequency;generated;spanish
454,3,bastante,El autobús está {{bastante}} lleno.,frequency;generated;spanish
455,1,cultura,Me interesa la {{cultura}} local.,frequency;generated;spanish
455,2,cultura,La comida es parte de nuestra {{cultura}}.,frequency;generated;spanish
455,3,cultura,Visitamos la casa de la {{cultura}}.,frequency;generated;spanish
456,1,debido,No fui {{debido}} a la lluvia.,frequency;generated;spanish
456,2,debido,He {{debido}} cancelar el viaje.,frequency;generated;spanish
456,3,debido,El ruido es {{debido}} a las obras.,frequency;generated;spanish
457,1,difícil,El examen fue {{difícil}}.,frequency;generated;spanish
457,2,difícil,Es {{difícil}} decir que no.,frequency;generated;spanish
457,3,difícil,Hoy tuve un día {{difícil}}.,frequency;generated;spanish
458,1,dio,Mi madre me {{dio}} un regalo.,frequency;generated;spanish
458,2,dio,Le {{dio}} miedo el ruido.,frequency;generated;spanish
458,3,dio,El reloj {{dio}} las doce.,frequency;generated;spanish
459,1,estaban,Los niños {{estaban}} dormidos.,frequency;generated;spanish
459,2,estaban,Mis llaves {{estaban}} en la mesa.,frequency;generated;spanish
459,3,estaban,Ellos {{estaban}} hablando de ti.,frequency;generated;spanish
460,1,fotos,¿Puedo tomar {{fotos}} aquí?,frequency;generated;spanish
460,2,fotos,Te mandé las {{fotos}}.,frequency;generated;spanish
460,3,fotos,Miramos {{fotos}} de cuando éramos niños.,frequency;generated;spanish
461,1,fuerte,El viento sopla {{fuerte}}.,frequency;generated;spanish
461,2,fuerte,Mi hermano es muy {{fuerte}}.,frequency;generated;spanish
461,3,fuerte,Dame un abrazo {{fuerte}}.,frequency;generated;spanish
462,1,fácil,Es {{fácil}} llegar.,frequency;generated;spanish
462,2,fácil,No fue una decisión {{fácil}}.,frequency;generated;spanish
462,3,fácil,Este libro es {{fácil}} de leer.,frequency;generated;spanish
463,1,habla,Mi hermana {{habla}} francés.,frequency;generated;spanish
463,2,habla,El bebé todavía no {{habla}}.,frequency;generated;spanish
463,3,habla,"{{Habla}} más despacio, por favor.",frequency;generated;spanish
464,1,miedo,Tengo {{miedo}} a las alturas.,frequency;generated;spanish
464,2,miedo,Ese ruido me dio {{miedo}}.,frequency;generated;spanish
464,3,miedo,No tengas {{miedo}} de preguntar.,frequency;generated;spanish
465,1,minutos,Llegaré en diez {{minutos}}.,frequency;generated;spanish
465,2,minutos,Faltan cinco {{minutos}} para salir.,frequency;generated;spanish
465,3,minutos,Calienta la sopa dos {{minutos}}.,frequency;generated;spanish
466,1,música,Me gusta la {{música}} tranquila.,frequency;generated;spanish
466,2,música,"Baja la {{música}}, por favor.",frequency;generated;spanish
466,3,música,Mi hermano estudia {{música}}.,frequency;generated;spanish
467,1,poner,Voy a {{poner}} la mesa.,frequency;generated;spanish
467,2,poner,¿Dónde puedo {{poner}} mi bolsa?,frequency;generated;spanish
467,3,poner,Tienes que {{poner}} atención.,frequency;generated;spanish
468,1,pregunta,Tengo una {{pregunta}}.,frequency;generated;spanish
468,2,pregunta,No entendí la {{pregunta}}.,frequency;generated;spanish
468,3,pregunta,Esa es una buena {{pregunta}}.,frequency;generated;spanish
469,1,rey,El {{rey}} vive en un palacio.,frequency;generated;spanish
469,2,rey,El {{rey}} recibió a los visitantes.,frequency;generated;spanish
469,3,rey,"En ajedrez, hay que proteger al {{rey}}.",frequency;generated;spanish
470,1,apoyo,Gracias por tu {{apoyo}}.,frequency;generated;spanish
470,2,apoyo,Necesito {{apoyo}} para caminar.,frequency;generated;spanish
470,3,apoyo,Mi familia me da mucho {{apoyo}}.,frequency;generated;spanish
471,1,dado,Me han {{dado}} un premio.,frequency;generated;spanish
471,2,dado,Lanza el {{dado}}.,frequency;generated;spanish
471,3,dado,Eso se da por {{dado}}.,frequency;generated;spanish
472,1,deja,Mi madre me {{deja}} salir.,frequency;generated;spanish
472,2,deja,El tren nos {{deja}} cerca.,frequency;generated;spanish
472,3,deja,{{Deja}} la puerta abierta.,frequency;generated;spanish
473,1,demasiado,Hace {{demasiado}} calor.,frequency;generated;spanish
473,2,demasiado,Comí {{demasiado}}.,frequency;generated;spanish
473,3,demasiado,Ese vestido cuesta {{demasiado}}.,frequency;generated;spanish
474,1,espero,Te {{espero}} en la puerta.,frequency;generated;spanish
474,2,espero,{{Espero}} que estés bien.,frequency;generated;spanish
474,3,espero,No {{espero}} una respuesta hoy.,frequency;generated;spanish
475,1,fuerza,Empuja con {{fuerza}}.,frequency;generated;spanish
475,2,fuerza,No tengo {{fuerza}} para levantarlo.,frequency;generated;spanish
475,3,fuerza,La unión hace la {{fuerza}}.,frequency;generated;spanish
476,1,iba,"De niño, {{iba}} al parque.",frequency;generated;spanish
476,2,iba,Te {{iba}} a llamar.,frequency;generated;spanish
476,3,iba,El autobús {{iba}} lleno.,frequency;generated;spanish
477,1,manos,Lávate las {{manos}}.,frequency;generated;spanish
477,2,manos,Tengo las {{manos}} frías.,frequency;generated;spanish
477,3,manos,Lo hizo con sus propias {{manos}}.,frequency;generated;spanish
478,1,mayo,Nos casamos en {{mayo}}.,frequency;generated;spanish
478,2,mayo,El curso termina a finales de {{mayo}}.,frequency;generated;spanish
478,3,mayo,Mi cumpleaños es el dos de {{mayo}}.,frequency;generated;spanish
479,1,mucha,Tengo {{mucha}} hambre.,frequency;generated;spanish
479,2,mucha,Aquí vive {{mucha}} gente.,frequency;generated;spanish
479,3,mucha,La planta necesita {{mucha}} luz.,frequency;generated;spanish
480,1,oficial,Todavía no es {{oficial}}.,frequency;generated;spanish
480,2,oficial,Necesito un documento {{oficial}}.,frequency;generated;spanish
480,3,oficial,El {{oficial}} nos pidió los pasaportes.,frequency;generated;spanish
481,1,propio,Tengo mi {{propio}} negocio.,frequency;generated;spanish
481,2,propio,Usa tu {{propio}} vaso.,frequency;generated;spanish
481,3,propio,Cada persona tiene su {{propio}} ritmo.,frequency;generated;spanish
482,1,buenas,Tengo {{buenas}} noticias.,frequency;generated;spanish
482,2,buenas,Estas manzanas están {{buenas}}.,frequency;generated;spanish
482,3,buenas,Hay {{buenas}} razones para esperar.,frequency;generated;spanish
483,1,control,Perdí el {{control}} del auto.,frequency;generated;spanish
483,2,control,Todo está bajo {{control}}.,frequency;generated;spanish
483,3,control,¿Dónde está el {{control}} remoto?,frequency;generated;spanish
484,1,deben,Los niños {{deben}} dormir más.,frequency;generated;spanish
484,2,deben,Me {{deben}} veinte pesos.,frequency;generated;spanish
484,3,deben,Esas llaves {{deben}} ser tuyas.,frequency;generated;spanish
485,1,empresas,Hay varias {{empresas}} en este edificio.,frequency;generated;spanish
485,2,empresas,Las {{empresas}} buscan empleados.,frequency;generated;spanish
485,3,empresas,Dos {{empresas}} ofrecen el mismo servicio.,frequency;generated;spanish
486,1,encontrar,No puedo {{encontrar}} mis llaves.,frequency;generated;spanish
486,2,encontrar,Espero {{encontrar}} trabajo pronto.,frequency;generated;spanish
486,3,encontrar,¿Dónde puedo {{encontrar}} una farmacia?,frequency;generated;spanish
487,1,inglés,¿Hablas {{inglés}}?,frequency;generated;spanish
487,2,inglés,Mi profesor es {{inglés}}.,frequency;generated;spanish
487,3,inglés,El menú está en {{inglés}}.,frequency;generated;spanish
488,1,marzo,Las clases empiezan en {{marzo}}.,frequency;generated;spanish
488,2,marzo,Nací en {{marzo}}.,frequency;generated;spanish
488,3,marzo,Hasta {{marzo}} hace calor aquí.,frequency;generated;spanish
489,1,peor,Hoy me siento {{peor}}.,frequency;generated;spanish
489,2,peor,Es el {{peor}} día para viajar.,frequency;generated;spanish
489,3,peor,La situación podría ser {{peor}}.,frequency;generated;spanish
490,1,serie,Estamos viendo una {{serie}}.,frequency;generated;spanish
490,2,serie,Hubo una {{serie}} de errores.,frequency;generated;spanish
490,3,serie,Anota el número de {{serie}}.,frequency;generated;spanish
491,1,sur,Viajamos al {{sur}}.,frequency;generated;spanish
491,2,sur,El viento viene del {{sur}}.,frequency;generated;spanish
491,3,sur,Mi familia vive en el {{sur}} del país.,frequency;generated;spanish
492,1,trabajar,Empiezo a {{trabajar}} mañana.,frequency;generated;spanish
492,2,trabajar,No puedo {{trabajar}} con tanto ruido.,frequency;generated;spanish
492,3,trabajar,Me gusta {{trabajar}} en equipo.,frequency;generated;spanish
493,1,última,Es la {{última}} vez que te lo pido.,frequency;generated;spanish
493,2,última,Baja en la {{última}} parada.,frequency;generated;spanish
493,3,última,Compré la {{última}} entrada.,frequency;generated;spanish
494,1,edad,¿Qué {{edad}} tienes?,frequency;generated;spanish
494,2,edad,Tenemos la misma {{edad}}.,frequency;generated;spanish
494,3,edad,"A mi {{edad}}, prefiero descansar.",frequency;generated;spanish
495,1,futuro,Quiero viajar en el {{futuro}}.,frequency;generated;spanish
495,2,futuro,Pienso mucho en mi {{futuro}}.,frequency;generated;spanish
495,3,futuro,Ese será nuestro {{futuro}} hogar.,frequency;generated;spanish
496,1,justicia,La familia pide {{justicia}}.,frequency;generated;spanish
496,2,justicia,Es una cuestión de {{justicia}}.,frequency;generated;spanish
496,3,justicia,Queremos {{justicia}} para todos.,frequency;generated;spanish
497,1,libertad,El pájaro recuperó su {{libertad}}.,frequency;generated;spanish
497,2,libertad,Tienes {{libertad}} para elegir.,frequency;generated;spanish
497,3,libertad,La {{libertad}} es importante.,frequency;generated;spanish
498,1,nuestras,Estas son {{nuestras}} maletas.,frequency;generated;spanish
498,2,nuestras,Hablemos de {{nuestras}} opciones.,frequency;generated;spanish
498,3,nuestras,Las bicicletas son {{nuestras}}.,frequency;generated;spanish
499,1,pesar,"A {{pesar}} de la lluvia, salimos.",frequency;generated;spanish
499,2,pesar,Voy a {{pesar}} la fruta.,frequency;generated;spanish
499,3,pesar,Expresó su {{pesar}} por la pérdida.,frequency;generated;spanish
500,1,tampoco,Yo {{tampoco}} tengo hambre.,frequency;generated;spanish
500,2,tampoco,No vino Ana ni {{tampoco}} Luis.,frequency;generated;spanish
500,3,tampoco,Eso {{tampoco}} funciona.,frequency;generated;spanish
